sub_id,duration_seconds,finished,recorded_date,qualtrics_response_id,age,gender,gender_text,ethnicity,ethncity_text,bfi2xsh_self_oo_1,bfi2xsh_self_oo_2,bfi2xsh_self_oo_3,bfi2xsh_self_oo_4,bfi2xsh_self_oo_5,bfi2xsh_self_oo_6,bfi2xsh_self_oo_7,bfi2xsh_self_oo_8,bfi2xsh_self_oo_9,bfi2xsh_self_oo_10,bfi2xsh_self_oo_11,bfi2xsh_self_oo_12,bfi2xsh_self_oo_13,bfi2xsh_self_oo_14,bfi2xsh_self_oo_15,bfi2xsh_self_oo_16,bfi2xsh_self_oo_17,bfi2xsh_self_oo_18,bfi2xsh_self_oo_19,cand_pref,ingroup_ident,threat,mancheck_t1_o1,bfi2xsh_t1_o1_1,bfi2xsh_t1_o1_2,bfi2xsh_t1_o1_3,bfi2xsh_t1_o1_4,bfi2xsh_t1_o1_5,bfi2xsh_t1_o1_6,bfi2xsh_t1_o1_7,bfi2xsh_t1_o1_8,bfi2xsh_t1_o1_9,bfi2xsh_t1_o1_10,bfi2xsh_t1_o1_11,bfi2xsh_t1_o1_12,bfi2xsh_t1_o1_13,bfi2xsh_t1_o1_14,bfi2xsh_t1_o1_15,bfi2xsh_t1_o1_16,bfi2xsh_t1_o1_17,bfi2xsh_t1_o1_18,bfi2xsh_t1_o1_19,covid1_t1_o1,covid2_t1_o1,covid3_t1_o1,pt_remove,analog_t_o1,analog_t_o2,analog_nt_o1,analog_nt_o2,mancheck_t2_o1,bfi2xsh_t2_o1_1,bfi2xsh_t2_o1_2,bfi2xsh_t2_o1_3,bfi2xsh_t2_o1_4,bfi2xsh_t2_o1_5,bfi2xsh_t2_o1_6,bfi2xsh_t2_o1_7,bfi2xsh_t2_o1_8,bfi2xsh_t2_o1_9,bfi2xsh_t2_o1_10,bfi2xsh_t2_o1_11,bfi2xsh_t2_o1_12,bfi2xsh_t2_o1_13,bfi2xsh_t2_o1_14,bfi2xsh_t2_o1_15,bfi2xsh_t2_o1_16,bfi2xsh_t2_o1_17,bfi2xsh_t2_o1_18,bfi2xsh_t2_o1_19,political_ident_t_o1,mancheck_t1_o2,bfi2xsh_t1_o2_1,bfi2xsh_t1_o2_2,bfi2xsh_t1_o2_3,bfi2xsh_t1_o2_4,bfi2xsh_t1_o2_5,bfi2xsh_t1_o2_6,bfi2xsh_t1_o2_7,bfi2xsh_t1_o2_8,bfi2xsh_t1_o2_9,bfi2xsh_t1_o2_10,bfi2xsh_t1_o2_11,bfi2xsh_t1_o2_12,bfi2xsh_t1_o2_13,bfi2xsh_t1_o2_14,bfi2xsh_t1_o2_15,bfi2xsh_t1_o2_16,bfi2xsh_t1_o2_17,bfi2xsh_t1_o2_18,bfi2xsh_t1_o2_19,covid1_t1_o2,covid2_t1_o2,covid3_t1_o2,mancheck_t2_o2,bfi2xsh_t2_o2_1,bfi2xsh_t2_o2_2,bfi2xsh_t2_o2_3,bfi2xsh_t2_o2_4,bfi2xsh_t2_o2_5,bfi2xsh_t2_o2_6,bfi2xsh_t2_o2_7,bfi2xsh_t2_o2_8,bfi2xsh_t2_o2_9,bfi2xsh_t2_o2_10,bfi2xsh_t2_o2_11,bfi2xsh_t2_o2_12,bfi2xsh_t2_o2_13,bfi2xsh_t2_o2_14,bfi2xsh_t2_o2_15,bfi2xsh_t2_o2_16,bfi2xsh_t2_o2_17,bfi2xsh_t2_o2_18,bfi2xsh_t2_o2_19,political_ident_t_o2,mancheck_nt1_o2,bfi2xsh_nt1_o2_1,bfi2xsh_nt1_o2_2,bfi2xsh_nt1_o2_3,bfi2xsh_nt1_o2_4,bfi2xsh_nt1_o2_5,bfi2xsh_nt1_o2_6,bfi2xsh_nt1_o2_7,bfi2xsh_nt1_o2_8,bfi2xsh_nt1_o2_9,bfi2xsh_nt1_o2_10,bfi2xsh_nt1_o2_11,bfi2xsh_nt1_o2_12,bfi2xsh_nt1_o2_13,bfi2xsh_nt1_o2_14,bfi2xsh_nt1_o2_15,bfi2xsh_nt1_o2_16,bfi2xsh_nt1_o2_17,bfi2xsh_nt1_o2_18,bfi2xsh_nt1_o2_19,covid1_nt1_o2,covid2_nt1_o2,covid3_nt1_o2,mancheck_nt2_o2,bfi2xsh_nt2_o2_1,bfi2xsh_nt2_o2_2,bfi2xsh_nt2_o2_3,bfi2xsh_nt2_o2_4,bfi2xsh_nt2_o2_5,bfi2xsh_nt2_o2_6,bfi2xsh_nt2_o2_7,bfi2xsh_nt2_o2_8,bfi2xsh_nt2_o2_9,bfi2xsh_nt2_o2_10,bfi2xsh_nt2_o2_11,bfi2xsh_nt2_o2_12,bfi2xsh_nt2_o2_13,bfi2xsh_nt2_o2_14,bfi2xsh_nt2_o2_15,bfi2xsh_nt2_o2_16,bfi2xsh_nt2_o2_17,bfi2xsh_nt2_o2_18,bfi2xsh_nt2_o2_19,political_ident_nt_o2,mancheck_nt1_o1,bfi2xsh_nt1_o1_1,bfi2xsh_nt1_o1_2,bfi2xsh_nt1_o1_3,bfi2xsh_nt1_o1_4,bfi2xsh_nt1_o1_5,bfi2xsh_nt1_o1_6,bfi2xsh_nt1_o1_7,bfi2xsh_nt1_o1_8,bfi2xsh_nt1_o1_9,bfi2xsh_nt1_o1_10,bfi2xsh_nt1_o1_11,bfi2xsh_nt1_o1_12,bfi2xsh_nt1_o1_13,bfi2xsh_nt1_o1_14,bfi2xsh_nt1_o1_15,bfi2xsh_nt1_o1_16,bfi2xsh_nt1_o1_17,bfi2xsh_nt1_o1_18,bfi2xsh_nt1_o1_19,covid1_nt1_o1,covid2_nt1_o1,covid3_nt1_o1,mancheck_nt2_o1,bfi2xsh_nt2_o1_1,bfi2xsh_nt2_o1_2,bfi2xsh_nt2_o1_3,bfi2xsh_nt2_o1_4,bfi2xsh_nt2_o1_5,bfi2xsh_nt2_o1_6,bfi2xsh_nt2_o1_7,bfi2xsh_nt2_o1_8,bfi2xsh_nt2_o1_9,bfi2xsh_nt2_o1_10,bfi2xsh_nt2_o1_11,bfi2xsh_nt2_o1_12,bfi2xsh_nt2_o1_13,bfi2xsh_nt2_o1_14,bfi2xsh_nt2_o1_15,bfi2xsh_nt2_o1_16,bfi2xsh_nt2_o1_17,bfi2xsh_nt2_o1_18,bfi2xsh_nt2_o1_19,political_ident_nt_o1,sona_id
284,4414,1,3/10/2021 16:33,R_pSMY6P1X9ZLEL3H,18,1,,16,,4,4,5,5,5,3,4,5,5,2,3,2,4,2,4,2,4,3,2,3,3,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,,Whenever I argue with my brother about politics,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,4,2,2,2,2,5,4,2,2,4,3,2,2,5,2,4,1,4,4,1,1,1,1,3,2,2,2,1,4,4,1,2,2,3,1,4,5,2,2,2,5,5,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,51578
285,2220,1,3/10/2021 16:41,R_2uVUk08FZkaV4ez,19,1,,16,,5,4,2,5,5,3,4,5,4,1,1,2,4,1,4,2,4,2,2,3,3,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,,"Many members of my family are significantly more conservative than I am and hold significantly different beliefs. One in particular doesn't understand how I wouldn't want to be friends with someone who supports Trump because I should ""be open to other opinions."" He doesn't understand that I am open to other opinions, just not when those opinions are based in bigotry and prejudice.",,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,2,3,1,2,5,4,2,1,2,4,4,3,4,2,4,2,4,4,1,1,1,1,1,3,2,2,3,4,4,2,1,2,5,4,2,2,3,4,2,4,4,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,51328
286,872,1,3/10/2021 17:48,R_307zirJ3vhEO0rK,18,1,,10,,#NULL!,2,3,3,4,2,3,2,3,#NULL!,4,4,3,3,4,1,3,4,3,3,4,4,1,1,5,1,2,2,1,5,2,1,1,3,1,4,1,1,1,2,4,5,1,6,1,1,,,,,1,1,5,1,3,1,1,1,1,1,1,3,1,1,1,5,1,2,1,5,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,51624
287,1653,1,3/10/2021 20:19,R_3JguADqZPdEh0I3,19,1,,10,,4,5,1,5,3,4,2,4,4,2,4,2,5,2,4,3,3,2,3,3,4,2,1,1,3,4,4,1,2,4,4,2,5,4,2,2,2,1,5,4,4,5,1,5,6,0,"Especially with the election this past year, I found it difficult to be understood by other people who clearly didn't vote for the same person as I did. It felt as if they weren't even listening to what I had to say.",,,,1,2,3,4,3,2,3,4,4,4,4,5,2,4,4,2,5,2,4,4,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,49846
288,1979,1,3/10/2021 20:50,R_3m3FLRxaBEwQtH7,18,1,,16,,2,5,2,4,2,2,1,5,4,4,5,2,4,2,4,2,2,2,5,3,3,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,,When discussing political views with fellow classmates I have felt misunderstood.,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,2,1,2,4,4,3,1,4,2,4,4,4,2,4,2,4,4,2,1,4,6,1,1,2,2,2,2,5,1,1,1,2,5,4,5,3,3,2,2,4,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,50837
289,545,1,3/11/2021 0:06,R_1FCzITRVLtBHJsD,21,2,,8,,3,5,2,4,2,5,1,4,2,2,3,5,5,2,3,2,4,2,4,3,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,,,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,4,5,2,2,3,5,2,3,2,3,3,4,3,3,4,3,2,4,4,1,1,1,1,3,2,2,1,3,2,4,2,4,4,1,2,3,3,3,4,3,3,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,48917
290,2099,1,3/11/2021 0:21,R_3qlJWD5vY9gteIS,18,1,,16,,4,5,4,2,5,2,2,5,3,3,4,4,5,5,2,4,2,1,5,3,4,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,,One time my and my grandpa were arguing over what was better living in the city (where I live) or living in the country (where he lives). He didn't really understand the points I was bringing up.,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,1,1,4,1,4,4,3,2,3,3,2,4,1,3,3,3,1,4,1,4,6,1,1,2,#NULL!,1,1,5,4,1,2,2,5,4,4,2,3,3,2,4,4,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,51309
291,1071,1,3/11/2021 1:11,R_1mPAB0uR9KH1CZR,19,1,,8,,4,5,4,4,4,2,2,4,4,3,4,4,4,4,2,3,3,2,3,3,3,3,1,2,2,3,2,2,2,4,3,2,4,4,2,2,3,2,4,3,3,3,1,4,1,0,"I was talking to someone about who we were planning on voting for in the last presidential election. This person did not understand my beliefs that basic human rights were more important than their perspective on what they thought were ""fair taxes""",,,,1,2,3,2,2,4,3,3,2,2,3,3,3,4,4,4,3,2,3,4,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,51201
292,2140,1,3/11/2021 10:19,R_2taq9DiqRrpdaU8,18,1,,16,,2,5,3,4,5,4,1,1,2,1,4,4,5,4,4,3,4,1,3,3,3,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,6,0,"often when talking to my dad we have a similar stubborn personality that makes me feel like he doesn't understand or hear what i'm saying, and i'm sure he feels the same about me.",,,,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,50906
293,1750,1,3/11/2021 10:54,R_3hfOS2hID0LNwqd,22,2,,17,Multiple,4,4,5,5,4,3,3,3,5,2,5,4,3,2,3,3,3,1,2,3,4,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,,"I often times find myself feeling like I'm yelling at a brick wall when I try arguing about racism to some of my coworkers because of their... different opinions stating that racism isnt something that can be changed, obviously I don't think this but when trying to get this point across with facts no less they just ignore me.",,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,2,1,2,3,5,2,1,4,4,1,3,1,1,3,4,4,1,3,4,1,1,4,1,2,4,1,2,5,2,4,5,4,2,2,1,1,4,4,5,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,51238
